Transaction ID,Customer ID,Transaction Amount,Transaction Date,Complaint Description,Dispute Category
TXN49000919,CUST488539,150.86,2023-12-31,I was charged 150.86 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN11504663,CUST536822,24.83,2023-12-31,I did not authorize a charge of 24.83 on 2023-12-31. I have never used this merchant before and suspect my card was compromised.,Unauthorized Transaction
TXN27815365,CUST268637,36.77,2023-12-31,I received two identical receipts and two charges of 36.77 for a single order I placed online.,Duplicate Charge
TXN22276469,CUST852470,196.21,2023-12-31,I am being charged 196.21 monthly for a service I cancelled three months ago. Please stop these recurring payments.,Subscription Issue
TXN99446245,CUST560767,81.11,2023-12-31,I paid 81.11 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN64001631,CUST127121,23.14,2023-12-31,I purchased an item for 23.14 but received a counterfeit product. The merchant refuses to acknowledge the issue.,Defective Product/Service
TXN72040596,CUST411797,182.66,2023-12-31,I placed an order worth 182.66 on 2023-12-31 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN22554260,CUST301939,29.7,2024-01-01,I found a fraudulent charge of 29.70 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN48615169,CUST459536,794.95,2024-01-01,The transaction of 794.95 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN67879290,CUST121869,262.18,2024-01-01,"I was charged 262.18 for a service that was never provided. Despite multiple follow-ups, the vendor has not delivered.",Product/Service Not Received
TXN41944189,CUST301332,980.38,2024-01-01,The merchant charged 980.38 to my card after I specifically asked them to use a different payment method.,Merchant Billing Error
TXN75305715,CUST470037,36.96,2024-01-01,A payment of 36.96 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN48025507,CUST635167,1946.3,2024-01-01,"I cancelled my subscription but was still charged 1,946.30 on 2024-01-01. I have the cancellation confirmation email.",Subscription Issue
TXN16349546,CUST406024,18.16,2024-01-01,I found a fraudulent charge of 18.16 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN64991901,CUST589491,19.85,2024-01-01,The item I ordered for 19.85 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN21653054,CUST678856,58.01,2024-01-01,I paid 58.01 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN32259144,CUST446337,116.94,2024-01-02,I was billed 116.94 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN19043872,CUST218118,41.78,2024-01-02,I placed an order worth 41.78 on 2024-01-02 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN16231220,CUST920652,2720.82,2024-01-02,"I cancelled my order of 2,720.82 before it shipped but the refund has not been processed despite confirmation.",Refund Not Processed
TXN48587625,CUST748151,1254.04,2024-01-02,"I paid 1,254.04 for a product that does not match the specifications listed on the merchant website at all.",Defective Product/Service
TXN87656343,CUST571029,43.54,2024-01-02,I noticed an unauthorized debit of 43.54 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN48451635,CUST190403,15.54,2024-01-02,My account shows two identical charges of 15.54 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN52284679,CUST256294,341.84,2024-01-02,A service is debiting 341.84 from my account every month even though I closed my account with them.,Subscription Issue
TXN35939845,CUST842225,115.83,2024-01-02,I was billed 115.83 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN16093467,CUST997546,298.36,2024-01-02,I paid 298.36 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN65527409,CUST428930,13.76,2024-01-03,I cancelled my subscription but was still charged 13.76 on 2024-01-03. I have the cancellation confirmation email.,Subscription Issue
TXN33094606,CUST497700,38.19,2024-01-03,My account was charged 38.19 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN62307777,CUST214928,1433.2,2024-01-03,"A payment of 1,433.20 was processed on my account that I have no recollection of authorizing. Please block further transactions.",Unauthorized Transaction
TXN27965079,CUST201514,411.82,2024-01-03,I noticed an unauthorized debit of 411.82 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN35392608,CUST951755,309.72,2024-01-03,I was billed 309.72 for additional hotel charges that I did not incur or authorize during my stay.,Merchant Billing Error
TXN36162482,CUST631981,153.54,2024-01-04,I was charged 153.54 twice for the same purchase at the same merchant on 2024-01-04. Please reverse the duplicate charge.,Duplicate Charge
TXN98393430,CUST896483,43.79,2024-01-04,I found a fraudulent charge of 43.79 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN66208717,CUST876962,149.99,2024-01-04,A service is debiting 149.99 from my account every month even though I closed my account with them.,Subscription Issue
TXN93540199,CUST725905,39.38,2024-01-04,An unauthorized payment of 39.38 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN55086729,CUST593446,2193.42,2024-01-04,"I paid 2,193.42 for an order on 2024-01-04 but never received the product. The merchant is unresponsive to my emails.",Product/Service Not Received
TXN17435827,CUST827369,439.09,2024-01-04,The transaction of 439.09 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN33124737,CUST917018,350.67,2024-01-04,I received two identical receipts and two charges of 350.67 for a single order I placed online.,Duplicate Charge
TXN33637158,CUST387936,191.5,2024-01-05,I paid 191.50 for an order on 2024-01-05 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN26466411,CUST323508,16.79,2024-01-05,I found a fraudulent charge of 16.79 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN74927109,CUST790203,3817.53,2024-01-05,"The merchant took 3,817.53 from my account for a pre-order but has gone silent and the product was never shipped.",Product/Service Not Received
TXN51831014,CUST406024,20.71,2024-01-05,I paid 20.71 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN58866576,CUST520651,138.71,2024-01-05,My account shows two identical charges of 138.71 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN89966028,CUST573962,265.32,2024-01-05,I noticed an unauthorized debit of 265.32 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN83503442,CUST131064,26.35,2024-01-05,An unauthorized payment of 26.35 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN61607457,CUST971728,39.87,2024-01-05,I was overcharged by the merchant. The correct amount should have been lower but 39.87 was taken from my account.,Wrong Amount
TXN82279183,CUST429445,1068.35,2024-01-05,"The service I paid 1,068.35 for was not performed as agreed. The quality was far below what was promised.",Defective Product/Service
TXN89648284,CUST770487,176.56,2024-01-05,I cancelled a subscription and was told I would receive a prorated refund of 176.56 but nothing has come through.,Refund Not Processed
TXN17603365,CUST731661,8.54,2024-01-05,I used an ATM to withdraw 8.54 but the cash got stuck in the dispenser and I could not retrieve it.,ATM Dispute
TXN72998256,CUST452713,216.25,2024-01-05,The item I purchased for 216.25 is completely different from what was advertised. I want a full refund.,Defective Product/Service
TXN47121921,CUST171942,46.57,2024-01-05,I was charged 46.57 for an ATM withdrawal but the machine only dispensed a partial amount.,ATM Dispute
TXN74357181,CUST177680,228.38,2024-01-06,The transaction of 228.38 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN31757048,CUST493537,365.22,2024-01-06,A payment of 365.22 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN22461172,CUST168093,71.62,2024-01-06,There is an unrecognized charge of 71.62 on my account dated 2024-01-06. I did not approve this and want it disputed.,Unauthorized Transaction
TXN90996246,CUST629298,31.75,2024-01-06,I placed an order worth 31.75 on 2024-01-06 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN75953891,CUST678083,30.33,2024-01-06,A payment of 30.33 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN72021607,CUST412886,21.84,2024-01-06,The merchant took 21.84 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN75209469,CUST826353,104.94,2024-01-06,A payment of 104.94 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
